phase,lookback_n,max_width_pct,atr_mult,retest_max_bars,retest_band_pct,tp1_rr,require_strong_breakout,max_hold_1h,is_n,is_wr,is_e_r_before,is_e_r_after,is_conc_pct,is_top_q,is_q1_n,is_q2_n,is_q3_n,is_q4_n,is_q1_er,is_q2_er,is_q3_er,is_q4_er,is_cluster_n,is_small_n_flag,oos_n,oos_wr,oos_e_r_before,oos_e_r_after,oos_conc_pct,oos_top_q,oos_q1_n,oos_q2_n,oos_q3_n,oos_q4_n,oos_q1_er,oos_q2_er,oos_q3_er,oos_q4_er,oos_cluster_n,oos_small_n_flag,pass_is_er,pass_oos_er,pass_wr,pass_conc_is,pass_conc_oos,pass_small_n_is,pass_small_n_oos,pass_all,reject_reason,cluster_note
combo,20,5,1,5,0.005,1.5,true,80,25,56.0000,0.400000,0.288606,51.1522,4,5,8,3,9,0.924423,-0.178544,-0.272927,0.537796,1,false,18,50.0000,0.250000,0.135903,54.2672,2,7,3,1,7,-0.759211,1.403845,1.436739,0.301780,1,true,true,false,true,false,false,true,false,false,"oos_er_below_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=54.3%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1,10,0.005,1.5,true,40,24,50.0000,0.250000,0.135748,87.2832,4,5,7,4,8,0.166277,-0.048108,-0.476733,0.652148,0,false,21,55.0000,0.375000,0.270309,53.0190,2,7,4,2,8,-0.756741,1.418705,1.444887,0.305540,0,true,false,true,false,false,false,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=53.0%",""
combo,15,5,1,5,0.005,1.5,true,40,24,50.0000,0.250000,0.135748,87.2832,4,5,7,4,8,0.166277,-0.048108,-0.476733,0.652148,0,false,21,55.0000,0.375000,0.270309,53.0190,2,7,4,2,8,-0.756741,1.418705,1.444887,0.305540,0,true,false,true,false,false,false,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=53.0%",""
ofat,20,5,0.75,10,0.005,1.5,false,80,55,50.9091,0.272727,0.132965,58.8727,1,12,11,15,17,0.360201,-0.002626,0.193332,0.007033,3,false,35,54.5455,0.363636,0.234506,85.8388,4,12,3,5,15,-0.300694,0.557069,-0.090857,0.779241,2,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=3(6);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,20,3,1.5,10,0.005,1.5,false,80,26,50.0000,0.250000,0.130960,52.8300,1,5,5,8,8,0.419623,0.374667,-0.048110,-0.070233,0,false,20,66.6667,0.666667,0.570103,73.7986,4,6,1,2,11,0.148145,1.425134,0.187370,0.841456,0,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%",""
combo,20,3,1.5,10,0.005,1.5,false,40,26,50.0000,0.250000,0.130960,52.8300,1,5,5,8,8,0.419623,0.374667,-0.048110,-0.070233,0,false,20,66.6667,0.666667,0.570103,73.7986,4,6,1,2,11,0.148145,1.425134,0.187370,0.841456,0,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%",""
combo,20,3,1.5,5,0.005,1.5,false,80,26,50.0000,0.250000,0.130960,52.8300,1,5,5,8,8,0.419623,0.374667,-0.048110,-0.070233,0,false,20,66.6667,0.666667,0.570103,73.7986,4,6,1,2,11,0.148145,1.425134,0.187370,0.841456,0,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%",""
combo,20,3,1.5,5,0.005,1.5,false,40,26,50.0000,0.250000,0.130960,52.8300,1,5,5,8,8,0.419623,0.374667,-0.048110,-0.070233,0,false,20,66.6667,0.666667,0.570103,73.7986,4,6,1,2,11,0.148145,1.425134,0.187370,0.841456,0,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%",""
combo,15,5,1.5,10,0.005,1.5,false,40,62,48.9796,0.224490,0.127155,73.1834,2,15,15,16,16,-0.173811,0.519342,-0.137884,0.242203,2,false,44,48.7179,0.217949,0.133617,58.6710,2,12,4,8,20,-0.415118,1.434119,0.191040,0.157035,1,true,false,false,false,false,false,true,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=58.7%","IS_clusters=2(4);OOS_clusters=1(3);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1.5,5,0.005,1.5,false,40,62,48.9796,0.224490,0.127155,73.1834,2,15,15,16,16,-0.173811,0.519342,-0.137884,0.242203,2,false,44,48.7179,0.217949,0.133617,58.6710,2,12,4,8,20,-0.415118,1.434119,0.191040,0.157035,1,true,false,false,false,false,false,true,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=58.7%","IS_clusters=2(4);OOS_clusters=1(3);likely_reentry_after_exit_same_side_le6h"
combo,15,3,1,10,0.005,2.5,true,80,15,35.7143,0.250000,0.126977,94.3220,1,3,4,3,5,1.241592,-0.261079,0.074741,-0.281753,0,true,14,46.1538,0.615385,0.495377,43.4401,4,5,1,1,7,-0.427004,2.410613,2.439354,0.620825,0,false,false,true,false,false,true,false,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|is_small_n_pos>30%:Q1_n=3_share=94.3%",""
combo,15,3,1,5,0.005,2.5,true,80,15,35.7143,0.250000,0.126977,94.3220,1,3,4,3,5,1.241592,-0.261079,0.074741,-0.281753,0,true,14,46.1538,0.615385,0.495377,43.4401,4,5,1,1,7,-0.427004,2.410613,2.439354,0.620825,0,false,false,true,false,false,true,false,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|is_small_n_pos>30%:Q1_n=3_share=94.3%",""
combo,15,5,1.5,10,0.003,2.5,false,40,54,35.1351,0.229730,0.121683,67.1372,2,13,14,14,13,-0.303599,0.841013,-0.403945,0.411666,1,false,38,40.6250,0.421875,0.333353,47.3048,4,10,4,5,19,-0.709804,2.437114,0.335220,0.537873,2,true,false,true,false,false,true,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=42.9%","IS_clusters=1(2);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1.5,5,0.003,2.5,false,40,54,35.1351,0.229730,0.121683,67.1372,2,13,14,14,13,-0.303599,0.841013,-0.403945,0.411666,1,false,38,40.6250,0.421875,0.333353,47.3048,4,10,4,5,19,-0.709804,2.437114,0.335220,0.537873,2,true,false,true,false,false,true,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=42.9%","IS_clusters=1(2);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,15,3,1.5,10,0.003,2.5,false,80,34,36.6667,0.283333,0.169236,61.3947,2,9,7,10,8,-0.573086,0.891706,0.436107,-0.154032,1,false,25,34.7826,0.217391,0.121625,85.0453,4,8,1,2,14,-0.665059,-1.074866,0.687370,0.651498,1,false,false,false,false,false,false,true,true,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,15,3,1.5,5,0.003,2.5,false,80,34,36.6667,0.283333,0.169236,61.3947,2,9,7,10,8,-0.573086,0.891706,0.436107,-0.154032,1,false,25,34.7826,0.217391,0.121625,85.0453,4,8,1,2,14,-0.665059,-1.074866,0.687370,0.651498,1,false,false,false,false,false,false,true,true,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1,10,0.003,2.5,false,40,54,35.7143,0.250000,0.114985,55.3971,2,13,14,14,13,-0.711376,0.622205,0.035699,0.416482,1,false,38,40.0000,0.400000,0.290011,54.2635,2,10,4,5,19,-0.767892,2.418705,0.319414,0.409839,2,true,false,true,false,false,false,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=54.3%","IS_clusters=1(2);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1,5,0.003,2.5,false,40,54,35.7143,0.250000,0.114985,55.3971,2,13,14,14,13,-0.711376,0.622205,0.035699,0.416482,1,false,38,40.0000,0.400000,0.290011,54.2635,2,10,4,5,19,-0.767892,2.418705,0.319414,0.409839,2,true,false,true,false,false,false,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=54.3%","IS_clusters=1(2);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1,10,0.005,2.5,true,80,24,34.7826,0.217391,0.105636,100.0000,1,5,7,4,8,1.017199,-0.119537,-0.226733,-0.130382,0,false,21,50.0000,0.750000,0.643220,56.3749,2,7,4,2,8,-0.613884,2.418705,2.444887,0.370999,0,true,false,true,false,false,false,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=56.4%",""
combo,15,5,1,5,0.005,2.5,true,80,24,34.7826,0.217391,0.105636,100.0000,1,5,7,4,8,1.017199,-0.119537,-0.226733,-0.130382,0,false,21,50.0000,0.750000,0.643220,56.3749,2,7,4,2,8,-0.613884,2.418705,2.444887,0.370999,0,true,false,true,false,false,false,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=56.4%",""
combo,15,3,1,10,0.005,2.5,false,80,38,35.2941,0.235294,0.097378,57.4339,2,10,8,10,10,-0.214092,0.621795,0.409628,-0.404161,1,false,28,44.0000,0.540000,0.424789,54.8939,4,9,1,3,15,-0.346596,2.410613,1.262183,0.628493,0,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=0(0);likely_reentry_after_exit_same_side_le6h"
combo,15,3,1,5,0.005,2.5,false,80,38,35.2941,0.235294,0.097378,57.4339,2,10,8,10,10,-0.214092,0.621795,0.409628,-0.404161,1,false,28,44.0000,0.540000,0.424789,54.8939,4,9,1,3,15,-0.346596,2.410613,1.262183,0.628493,0,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=0(0);likely_reentry_after_exit_same_side_le6h"
ofat,20,7,1,10,0.005,1.5,false,80,62,50.8197,0.270492,0.152451,39.7753,1,15,13,15,19,0.246595,0.134577,0.212536,0.041982,4,false,49,47.8261,0.195652,0.095894,38.2187,2,12,8,9,20,-0.492757,0.493224,0.317181,0.207283,4,false,false,false,false,true,true,true,true,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline","IS_clusters=4(8);OOS_clusters=4(9);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1,10,0.003,1.5,false,40,43,51.2821,0.282051,0.144757,37.4049,4,10,8,13,12,0.152965,0.113917,0.116564,0.191974,1,false,33,48.3871,0.209677,0.093925,46.2406,2,10,3,5,15,-0.619622,1.403845,0.416675,0.216382,3,true,false,false,false,true,true,true,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|oos_small_n_pos>30%:Q2_n=3_share=46.2%","IS_clusters=1(2);OOS_clusters=3(6);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1,5,0.003,1.5,false,40,43,51.2821,0.282051,0.144757,37.4049,4,10,8,13,12,0.152965,0.113917,0.116564,0.191974,1,false,33,48.3871,0.209677,0.093925,46.2406,2,10,3,5,15,-0.619622,1.403845,0.416675,0.216382,3,true,false,false,false,true,true,true,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|oos_small_n_pos>30%:Q2_n=3_share=46.2%","IS_clusters=1(2);OOS_clusters=3(6);likely_reentry_after_exit_same_side_le6h"
ofat,20,5,1,10,0.003,1.5,false,80,43,51.1628,0.279070,0.148715,44.1210,3,10,8,13,12,0.160127,0.113917,0.217033,0.088392,1,false,33,48.3871,0.209677,0.093925,46.2406,2,10,3,5,15,-0.619622,1.403845,0.416675,0.216382,3,true,false,false,false,true,true,true,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|oos_small_n_pos>30%:Q2_n=3_share=46.2%","IS_clusters=1(2);OOS_clusters=3(6);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1,5,0.003,1.5,false,80,43,51.1628,0.279070,0.148715,44.1210,3,10,8,13,12,0.160127,0.113917,0.217033,0.088392,1,false,33,48.3871,0.209677,0.093925,46.2406,2,10,3,5,15,-0.619622,1.403845,0.416675,0.216382,3,true,false,false,false,true,true,true,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|oos_small_n_pos>30%:Q2_n=3_share=46.2%","IS_clusters=1(2);OOS_clusters=3(6);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1.5,10,0.005,1.5,true,40,24,47.3684,0.184211,0.093392,73.2451,4,5,7,4,8,0.179300,-0.024686,-0.244460,0.392686,0,false,21,57.8947,0.447368,0.361048,52.4125,2,7,4,2,8,-0.680827,1.434119,1.453403,0.328798,0,true,false,true,false,false,false,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=52.4%",""
combo,15,5,1.5,5,0.005,1.5,true,40,24,47.3684,0.184211,0.093392,73.2451,4,5,7,4,8,0.179300,-0.024686,-0.244460,0.392686,0,false,21,57.8947,0.447368,0.361048,52.4125,2,7,4,2,8,-0.680827,1.434119,1.453403,0.328798,0,true,false,true,false,false,false,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=52.4%",""
ofat,20,5,2,10,0.005,1.5,false,80,54,46.8085,0.170213,0.088368,76.6645,1,12,11,15,16,0.438537,0.055187,-0.120531,0.055983,2,false,35,60.0000,0.500000,0.424070,55.5428,4,12,3,5,15,-0.396788,1.435165,0.822700,0.790874,2,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=2(4);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1.5,10,0.003,1.5,false,40,54,51.1111,0.277778,0.174840,69.6540,2,13,14,14,13,-0.332798,0.639912,-0.062277,0.362426,1,false,38,47.0588,0.176471,0.087854,69.9642,2,10,4,5,19,-0.543137,1.434119,-0.064780,0.153918,2,true,false,false,false,false,false,true,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=70.0%","IS_clusters=1(2);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1.5,5,0.003,1.5,false,40,54,51.1111,0.277778,0.174840,69.6540,2,13,14,14,13,-0.332798,0.639912,-0.062277,0.362426,1,false,38,47.0588,0.176471,0.087854,69.9642,2,10,4,5,19,-0.543137,1.434119,-0.064780,0.153918,2,true,false,false,false,false,false,true,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=70.0%","IS_clusters=1(2);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1,10,0.005,2.5,false,80,63,34.5455,0.209091,0.086284,70.0562,2,15,15,16,17,-0.013288,0.339731,0.124465,-0.056309,3,false,44,42.5000,0.487500,0.382099,44.6261,2,12,4,8,20,-0.532983,2.418705,0.677455,0.411581,1,true,false,true,false,false,true,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=44.6%","IS_clusters=3(6);OOS_clusters=1(3);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1,5,0.005,2.5,false,80,63,34.5455,0.209091,0.086284,70.0562,2,15,15,16,17,-0.013288,0.339731,0.124465,-0.056309,3,false,44,42.5000,0.487500,0.382099,44.6261,2,12,4,8,20,-0.532983,2.418705,0.677455,0.411581,1,true,false,true,false,false,true,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=44.6%","IS_clusters=3(6);OOS_clusters=1(3);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1,10,0.005,1.5,false,40,63,49.1228,0.228070,0.104899,57.6897,2,15,15,16,17,-0.135713,0.319086,0.043235,0.175184,3,false,44,47.5000,0.187500,0.083143,61.5388,2,12,4,8,20,-0.491316,1.418705,0.177455,0.132942,1,true,false,false,false,false,false,true,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=61.5%","IS_clusters=3(6);OOS_clusters=1(3);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1,5,0.005,1.5,false,40,63,49.1228,0.228070,0.104899,57.6897,2,15,15,16,17,-0.135713,0.319086,0.043235,0.175184,3,false,44,47.5000,0.187500,0.083143,61.5388,2,12,4,8,20,-0.491316,1.418705,0.177455,0.132942,1,true,false,false,false,false,false,true,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=61.5%","IS_clusters=3(6);OOS_clusters=1(3);likely_reentry_after_exit_same_side_le6h"
ofat,20,5,1,10,0.005,1.2,false,80,55,54.5455,0.200000,0.078166,44.4631,4,12,11,15,17,0.195106,-0.121414,0.052536,0.147373,3,false,35,60.6061,0.333333,0.220649,62.0674,4,12,3,5,15,-0.384424,1.103845,0.240073,0.567893,2,false,false,true,true,true,false,true,true,false,"is_er_below_baseline|oos_concentration>50%","IS_clusters=3(6);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1.5,10,0.005,2.5,true,80,25,33.3333,0.166667,0.076985,96.1674,1,5,8,3,9,1.565307,-0.595356,0.083177,-0.103798,1,false,18,37.5000,0.312500,0.217996,38.2353,4,7,3,1,7,-1.095977,1.255950,2.448014,0.641321,1,true,false,true,false,false,true,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=37.4%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1.5,5,0.005,2.5,true,80,25,33.3333,0.166667,0.076985,96.1674,1,5,8,3,9,1.565307,-0.595356,0.083177,-0.103798,1,false,18,37.5000,0.312500,0.217996,38.2353,4,7,3,1,7,-1.095977,1.255950,2.448014,0.641321,1,true,false,true,false,false,true,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=3_share=37.4%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1.5,10,0.005,1.5,false,80,62,47.3684,0.184211,0.090457,84.2765,2,15,15,16,16,0.090434,0.519342,-0.206164,-0.041780,2,false,44,46.3415,0.158537,0.074565,66.0377,2,12,4,8,20,-0.469126,1.434119,0.191040,0.083640,1,true,false,false,false,false,false,true,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=66.0%","IS_clusters=2(4);OOS_clusters=1(3);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1.5,5,0.005,1.5,false,80,62,47.3684,0.184211,0.090457,84.2765,2,15,15,16,16,0.090434,0.519342,-0.206164,-0.041780,2,false,44,46.3415,0.158537,0.074565,66.0377,2,12,4,8,20,-0.469126,1.434119,0.191040,0.083640,1,true,false,false,false,false,false,true,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=66.0%","IS_clusters=2(4);OOS_clusters=1(3);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1.5,10,0.003,1.5,true,40,18,46.6667,0.166667,0.070970,64.9439,4,4,6,4,4,-0.232954,0.145879,-0.244460,0.540503,0,true,16,46.6667,0.166667,0.073098,86.9445,2,6,4,0,6,-1.100278,1.434119,,0.143564,0,true,false,false,false,false,false,false,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|is_small_n_pos>30%:Q4_n=4_share=64.9%|oos_small_n_pos>30%:Q2_n=4_share=86.9%",""
combo,15,5,1.5,5,0.003,1.5,true,40,18,46.6667,0.166667,0.070970,64.9439,4,4,6,4,4,-0.232954,0.145879,-0.244460,0.540503,0,true,16,46.6667,0.166667,0.073098,86.9445,2,6,4,0,6,-1.100278,1.434119,,0.143564,0,true,false,false,false,false,false,false,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|is_small_n_pos>30%:Q4_n=4_share=64.9%|oos_small_n_pos>30%:Q2_n=4_share=86.9%",""
combo,15,5,1.5,10,0.005,2.5,true,40,24,33.3333,0.166667,0.070759,81.5830,4,5,7,4,8,0.100379,-0.404279,0.088873,0.628757,0,false,21,50.0000,0.750000,0.661134,45.4699,2,7,4,2,8,-1.100278,2.437114,2.453403,0.643564,0,true,false,true,false,false,true,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=45.5%;Q3_n=2_share=30.5%",""
combo,15,5,1.5,5,0.005,2.5,true,40,24,33.3333,0.166667,0.070759,81.5830,4,5,7,4,8,0.100379,-0.404279,0.088873,0.628757,0,false,21,50.0000,0.750000,0.661134,45.4699,2,7,4,2,8,-1.100278,2.437114,2.453403,0.643564,0,true,false,true,false,false,true,true,false,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=45.5%;Q3_n=2_share=30.5%",""
combo,15,5,1.5,10,0.005,2.5,false,80,62,33.3333,0.166667,0.070233,82.9997,2,15,15,16,16,0.092838,0.494460,-0.099021,-0.113209,2,false,44,35.8974,0.256410,0.171808,40.9044,2,12,4,8,20,-0.776904,1.559119,0.691040,0.217604,1,true,false,false,false,false,true,true,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=40.9%","IS_clusters=2(4);OOS_clusters=1(3);likely_reentry_after_exit_same_side_le6h"
combo,15,5,1.5,5,0.005,2.5,false,80,62,33.3333,0.166667,0.070233,82.9997,2,15,15,16,16,0.092838,0.494460,-0.099021,-0.113209,2,false,44,35.8974,0.256410,0.171808,40.9044,2,12,4,8,20,-0.776904,1.559119,0.691040,0.217604,1,true,false,false,false,false,true,true,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_small_n_pos>30%:Q2_n=4_share=40.9%","IS_clusters=2(4);OOS_clusters=1(3);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1.5,10,0.003,1.5,true,40,15,50.0000,0.250000,0.150569,68.9180,4,3,5,3,4,0.193986,-0.109197,0.171664,0.540503,0,true,16,46.6667,0.166667,0.069073,65.1707,2,6,3,1,6,-1.102528,1.422617,1.432955,0.141321,1,true,false,false,false,false,false,false,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|is_small_n_pos>30%:Q4_n=4_share=68.9%|oos_small_n_pos>30%:Q2_n=3_share=65.2%","IS_clusters=0(0);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1.5,5,0.003,1.5,true,40,15,50.0000,0.250000,0.150569,68.9180,4,3,5,3,4,0.193986,-0.109197,0.171664,0.540503,0,true,16,46.6667,0.166667,0.069073,65.1707,2,6,3,1,6,-1.102528,1.422617,1.432955,0.141321,1,true,false,false,false,false,false,false,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|is_small_n_pos>30%:Q4_n=4_share=68.9%|oos_small_n_pos>30%:Q2_n=3_share=65.2%","IS_clusters=0(0);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,15,3,1.5,10,0.005,2.5,true,80,15,33.3333,0.166667,0.065448,78.1487,1,3,4,3,5,0.672528,-0.233942,0.088873,0.036492,0,true,14,33.3333,0.166667,0.068023,61.2667,4,5,1,1,7,-1.108407,-1.074866,2.449794,0.645829,0,true,false,false,false,false,false,false,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|is_small_n_pos>30%:Q1_n=3_share=78.1%|oos_small_n_pos>30%:Q3_n=1_share=38.7%",""
combo,15,3,1.5,5,0.005,2.5,true,80,15,33.3333,0.166667,0.065448,78.1487,1,3,4,3,5,0.672528,-0.233942,0.088873,0.036492,0,true,14,33.3333,0.166667,0.068023,61.2667,4,5,1,1,7,-1.108407,-1.074866,2.449794,0.645829,0,true,false,false,false,false,false,false,false,false,"is_er_below_baseline|oos_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%|is_small_n_pos>30%:Q1_n=3_share=78.1%|oos_small_n_pos>30%:Q3_n=1_share=38.7%",""
combo,20,3,1,10,0.003,2.5,false,40,23,35.0000,0.225000,0.060829,98.2778,2,3,5,8,7,-1.097352,0.942191,0.013759,-0.197460,1,false,20,55.5556,0.944444,0.820999,63.5120,4,5,1,3,11,-0.430481,2.410613,1.255648,1.194759,1,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,20,3,1,5,0.003,2.5,false,40,23,35.0000,0.225000,0.060829,98.2778,2,3,5,8,7,-1.097352,0.942191,0.013759,-0.197460,1,false,20,55.5556,0.944444,0.820999,63.5120,4,5,1,3,11,-0.430481,2.410613,1.255648,1.194759,1,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=1(2);OOS_clusters=1(2);likely_reentry_after_exit_same_side_le6h"
combo,20,5,1.5,10,0.005,2.5,false,40,54,33.3333,0.166667,0.060700,67.3345,1,12,11,15,16,0.672411,0.208274,-0.398856,0.032335,2,false,35,44.8276,0.568966,0.476070,52.9579,4,12,3,5,15,-0.749397,2.421358,1.035449,0.940004,2,false,false,true,false,false,false,true,true,false,"is_er_below_baseline|is_wr_not_above_baseline|is_concentration>50%|oos_concentration>50%","IS_clusters=2(4);OOS_clusters=2(4);likely_reentry_after_exit_same_side_le6h"
